Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2011,104004317,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004312,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004304,1040043,1 Yes,3 No,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004318,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004306,1040043,1 Yes,3 No,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004305,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004302,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004301,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004315,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004309,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004310,1040043,1 Yes,3 No,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004308,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004316,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004313,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004311,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004303,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004307,1040043,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004114,1040041,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004109,1040041,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004116,1040041,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004123,1040041,1 Yes,2 Water heater installed by the household,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004104,1040041,1 Yes,3 No,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004102,1040041,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004103,1040041,1 Yes,3 No,1 Coal,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004122,1040041,1 Yes,3 No,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004101,1040041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004119,1040041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004106,1040041,2 No,3 No,1 Coal,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004118,1040041,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004112,1040041,1 Yes,3 No,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
2011,104004110,1040041,1 Yes,2 Water heater installed by the household,2 Natural gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ºôºÍºÆÌØÊÐ,Urban
