Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2011,094004113,0940041,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004103,0940041,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004111,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004105,0940041,1 Yes,3 No,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004110,0940041,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004115,0940041,1 Yes,3 No,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004108,0940041,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004112,0940041,1 Yes,3 No,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004106,0940041,1 Yes,3 No,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004114,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004118,0940041,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004101,0940041,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004104,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004120,0940041,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004121,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004119,0940041,1 Yes,3 No,5 Electric,±±¾©,±±¾©,Urban
2011,094004122,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004109,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004116,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004117,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004107,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004102,0940041,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,±±¾©,±±¾©,Urban
2011,094004219,0940042,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004220,0940042,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004210,0940042,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004215,0940042,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004205,0940042,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
2011,094004217,0940042,1 Yes,2 Water heater installed by the household,2 Natural gas,±±¾©,±±¾©,Urban
