Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2011,105381326,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381315,1053813,1 Yes,3 No,1 Coal,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381314,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381302,1053813,1 Yes,1 Hot water provided,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381324,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381316,1053813,1 Yes,2 Water heater installed by the household,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381307,1053813,1 Yes,3 No,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381304,1053813,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381308,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381318,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381321,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381311,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381319,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381301,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381309,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381325,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381312,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381310,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381305,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381306,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381322,1053813,1 Yes,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381323,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381317,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381313,1053813,2 No,2 Water heater installed by the household,1 Coal,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381303,1053813,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
2011,105381320,1053813,2 No,3 No,1 Coal,ÄÚÃÉ¹Å×ÔÖÎÇø,³à·åÊÐ,Urban
