Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2011,014643115,0146431,2 No,3 No,6 crop residue/Wood burning,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643112,0146431,2 No,3 No,6 crop residue/Wood burning,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643120,0146431,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643124,0146431,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643121,0146431,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643102,0146431,1 Yes,3 No,6 crop residue/Wood burning,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643122,0146431,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643104,0146431,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643114,0146431,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643119,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643123,0146431,1 Yes,2 Water heater installed by the household,1 Coal,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643101,0146431,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643107,0146431,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643117,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643105,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643103,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643111,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643113,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643108,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643116,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643109,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643106,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643110,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643118,0146431,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643219,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643218,0146432,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643205,0146432,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643202,0146432,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643213,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643221,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643206,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643203,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643204,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643214,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643207,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643212,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643220,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643222,0146432,1 Yes,2 Water heater installed by the household,6 crop residue/Wood burning,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643201,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643211,0146432,1 Yes,3 No,6 crop residue/Wood burning,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643215,0146432,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643210,0146432,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643217,0146432,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643216,0146432,1 Yes,1 Hot water provided,5 Electric,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
2011,014643209,0146432,2 No,3 No,6 crop residue/Wood burning,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
