,Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,num_toilet,toilet_type_1,toilet_type_2,ID,province,city,urban_nbs
0,2011,347763302,3477633,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
1,2011,347763304,3477633,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
2,2011,347763312,3477633,1 Yes,2 Water heater installed by the household,5 Electric,1.0,,2 Toilet with a seat,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
3,2011,347763303,3477633,1 Yes,3 No,1 Coal,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
4,2011,347763308,3477633,1 Yes,2 Water heater installed by the household,1 Coal,,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
5,2011,347763305,3477633,1 Yes,3 No,5 Electric,2.0,,2 Toilet with a seat,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
6,2011,347763301,3477633,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
7,2011,347763309,3477633,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
8,2011,347763306,3477633,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
9,2011,347763311,3477633,1 Yes,2 Water heater installed by the household,5 Electric,,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
10,2011,347763310,3477633,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
11,2011,347763307,3477633,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
12,2011,345233305,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,2 Toilet with a seat,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
13,2011,345233315,3452333,1 Yes,3 No,5 Electric,0.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
14,2011,345233310,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
15,2011,345233301,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
16,2011,345233311,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
17,2011,345233308,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
18,2011,345233309,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
19,2011,345233306,3452333,1 Yes,2 Water heater installed by the household,1 Coal,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
20,2011,345233302,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
21,2011,345233307,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
22,2011,345233312,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
23,2011,345233303,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
24,2011,345233304,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
25,2011,345233314,3452333,2 No,3 No,5 Electric,0.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
26,2011,345233313,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
27,2013,3477633010,3477633,1 Yes,3 No,2 Natural gas,,,2 Toilet with a seat,347763301001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
28,2013,3477633020,3477633,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,347763302002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
29,2013,3477633060,3477633,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,347763306002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
30,2013,3477633080,3477633,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,347763308001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
31,2013,3477633100,3477633,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,347763310001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
32,2013,3477633110,3477633,1 Yes,2 Water heater installed by the household,5 Electric,2.0,1 Toilet without a seat,,347763311001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
33,2013,3477633130,3477633,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,347763313002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
34,2013,3477633140,3477633,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,2.0,1 Toilet without a seat,,347763314002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
35,2013,3452333010,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,345233301001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
36,2013,3452333020,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,345233302002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
37,2013,3452333030,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,345233303001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
38,2013,3452333040,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,345233304001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
39,2013,3452333050,3452333,1 Yes,2 Water heater installed by the household,5 Electric,3.0,1 Toilet without a seat,2 Toilet with a seat,345233305001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
40,2013,3452333060,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,345233306001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
41,2013,3452333070,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,345233307001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
42,2013,3452333080,3452333,1 Yes,3 No,1 Coal,2.0,1 Toilet without a seat,,345233308001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
43,2013,3452333100,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,,2 Toilet with a seat,345233310001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
44,2013,3452333110,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,345233311001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
45,2013,3452333120,3452333,1 Yes,3 No,5 Electric,0.0,1 Toilet without a seat,,345233312002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
46,2013,3452333130,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,345233313001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
47,2013,3452333160,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,345233316001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
48,2013,3452333170,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,345233317001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
49,2013,3452333180,3452333,1 Yes,3 No,5 Electric,0.0,1 Toilet without a seat,,345233318002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
50,2013,3452333200,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,345233320001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
51,2013,3452333210,3452333,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,345233321002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
52,2013,3452333220,3452333,1 Yes,2 Water heater installed by the household,1 Coal,0.0,1 Toilet without a seat,,345233322001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
53,2013,3452333230,3452333,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,345233323001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
54,2015,3477633020,3477633,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,347763302001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
55,2015,3477633040,3477633,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,347763304002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
56,2015,3477633120,3477633,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,347763312002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
57,2015,3477633030,3477633,1 Yes,1 Hot Water Provided,5 Electric,1.0,1 Toilet without A Seat,,347763303001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
58,2015,3477633050,3477633,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,347763305001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
59,2015,3477633140,3477633,1 Yes,2 Water Heater Installed by The Household,7 Other,2.0,1 Toilet without A Seat,,347763314002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
60,2015,3477633010,3477633,1 Yes,3.0,5 Electric,1.0,1 Toilet without A Seat,,347763301001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
61,2015,3477633150,3477633,1 Yes,2 Water Heater Installed by The Household,7 Other,2.0,1 Toilet without A Seat,2 Toilet with A Seat,347763315002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
62,2015,3477633060,3477633,1 Yes,3.0,7 Other,1.0,1 Toilet without A Seat,,347763306001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
63,2015,3477633130,3477633,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,347763313001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
64,2015,3477633110,3477633,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,1.0,1 Toilet without A Seat,,347763311001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
65,2015,3477633070,3477633,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,347763307002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
66,2015,3452333050,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,3.0,1 Toilet without A Seat,,345233305001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
67,2015,3452333170,3452333,1 Yes,3.0,5 Electric,1.0,1 Toilet without A Seat,,345233317001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
68,2015,3452333280,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,345233328002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
69,2015,3452333010,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,0.0,1 Toilet without A Seat,,345233301002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
70,2015,3452333110,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,345233311001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
71,2015,3452333080,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,5.0,1 Toilet without A Seat,2 Toilet with A Seat,345233308001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
72,2015,3452333250,3452333,1 Yes,3.0,5 Electric,0.0,1 Toilet without A Seat,,345233325001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
73,2015,3452333090,3452333,1 Yes,3.0,2 Natural Gas,1.0,,2 Toilet with A Seat,345233309002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
74,2015,3452333060,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,5.0,1 Toilet without A Seat,,345233306001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
75,2015,3452333020,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,3.0,1 Toilet without A Seat,,345233302002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
76,2015,3452333240,3452333,1 Yes,3.0,5 Electric,0.0,1 Toilet without A Seat,,345233324002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
77,2015,3452333070,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,345233307002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
78,2015,3452333200,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,345233320001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
79,2015,3452333120,3452333,1 Yes,3.0,5 Electric,0.0,1 Toilet without A Seat,,345233312002,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
80,2015,3452333160,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,345233316001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
81,2015,3452333030,3452333,1 Yes,2 Water Heater Installed by The Household,5 Electric,,1 Toilet without A Seat,,345233303001,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
