Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,num_toilet,toilet_type_1,toilet_type_2,province,city,urban_nbs
2015,1082593160,1082593,2 No,3 No,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593170,1082593,2 No,3 No,4 Liquefied Petroleum Gas,0.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593180,1082593,2 No,3 No,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593190,1082593,2 No,3 No,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593200,1082593,1 Yes,3 No,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593210,1082593,1 Yes,2 Water heater installed by the household,5 Electric,,,2 Toilet with a seat,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593220,1082593,2 No,3 No,4 Liquefied Petroleum Gas,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593230,1082593,2 No,3 No,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593240,1082593,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,1.0,,2 Toilet with a seat,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593250,1082593,2 No,3 No,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593260,1082593,2 No,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593270,1082593,1 Yes,2 Water heater installed by the household,5 Electric,1.0,,2 Toilet with a seat,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593280,1082593,2 No,3 No,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593290,1082593,1 Yes,3 No,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593300,1082593,1 Yes,2 Water heater installed by the household,5 Electric,1.0,,2 Toilet with a seat,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593310,1082593,2 No,3 No,1 Coal,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593320,1082593,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,1.0,,2 Toilet with a seat,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593330,1082593,2 No,3 No,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593340,1082593,1 Yes,2 Water heater installed by the household,5 Electric,1.0,,2 Toilet with a seat,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593350,1082593,2 No,3 No,1 Coal,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593360,1082593,2 No,3 No,6 Crop residue/Wood burning,,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593370,1082593,2 No,3 No,1 Coal,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593380,1082593,2 No,3 No,1 Coal,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593390,1082593,2 No,3 No,4 Liquefied Petroleum Gas,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593400,1082593,1 Yes,2 Water heater installed by the household,2 Natural gas,1.0,,2 Toilet with a seat,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
2015,1082593410,1082593,2 No,3 No,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,ÄÚÃÉ¹Å×ÔÖÎÇø,ôÂ×±´¶ûÊÐ,Urban
