Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2011,105102228,1051022,1 Yes,2 Water heater installed by the household,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102222,1051022,2 No,3 No,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102238,1051022,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102210,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102232,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102201,1051022,2 No,3 No,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102218,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102224,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102240,1051022,2 No,3 No,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102212,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102211,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102237,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102226,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102225,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102235,1051022,2 No,3 No,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102206,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102202,1051022,2 No,3 No,6 crop residue/Wood burning,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102236,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102208,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102234,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102219,1051022,1 Yes,2 Water heater installed by the household,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102220,1051022,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102207,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102217,1051022,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102233,1051022,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102230,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
2011,105102214,1051022,2 No,3 No,5 Electric,ÄÚÃÉ¹Å×ÔÖÎÇø,ÐË°²ÃË,Urban
