Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2011,194037333,1940373,2 No,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037301,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037320,1940373,2 No,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037315,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037311,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037310,1940373,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037329,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037316,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037314,1940373,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037323,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037321,1940373,1 Yes,2 Water heater installed by the household,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037319,1940373,1 Yes,1 Hot water provided,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037306,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037325,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037308,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037307,1940373,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037326,1940373,1 Yes,2 Water heater installed by the household,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037317,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037328,1940373,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037339,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037324,1940373,1 Yes,2 Water heater installed by the household,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037302,1940373,2 No,3 No,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037337,1940373,1 Yes,2 Water heater installed by the household,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037304,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037332,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037309,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037335,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037327,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037330,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037313,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037336,1940373,2 No,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037338,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037334,1940373,2 No,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037318,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037303,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037331,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037312,1940373,1 Yes,3 No,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037305,1940373,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037104,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037112,1940371,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037102,1940371,2 No,2 Water heater installed by the household,6 crop residue/Wood burning,Ìì½ò,Ìì½ò,Urban
2011,194037129,1940371,1 Yes,2 Water heater installed by the household,1 Coal,Ìì½ò,Ìì½ò,Urban
2011,194037123,1940371,2 No,3 No,1 Coal,Ìì½ò,Ìì½ò,Urban
2011,194037101,1940371,1 Yes,3 No,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037106,1940371,2 No,2 Water heater installed by the household,1 Coal,Ìì½ò,Ìì½ò,Urban
2011,194037114,1940371,1 Yes,3 No,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037119,1940371,1 Yes,3 No,6 crop residue/Wood burning,Ìì½ò,Ìì½ò,Urban
2011,194037107,1940371,2 No,3 No,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037117,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037109,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037108,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037126,1940371,2 No,3 No,6 crop residue/Wood burning,Ìì½ò,Ìì½ò,Urban
2011,194037128,1940371,1 Yes,1 Hot water provided,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037111,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037113,1940371,2 No,2 Water heater installed by the household,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037110,1940371,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037103,1940371,1 Yes,3 No,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037115,1940371,1 Yes,3 No,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037127,1940371,2 No,2 Water heater installed by the household,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037124,1940371,1 Yes,3 No,6 crop residue/Wood burning,Ìì½ò,Ìì½ò,Urban
2011,194037120,1940371,2 No,2 Water heater installed by the household,1 Coal,Ìì½ò,Ìì½ò,Urban
2011,194037105,1940371,1 Yes,3 No,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037121,1940371,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037122,1940371,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037118,1940371,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,Ìì½ò,Ìì½ò,Urban
2011,194037125,1940371,1 Yes,2 Water heater installed by the household,5 Electric,Ìì½ò,Ìì½ò,Urban
2011,194037216,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037210,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037217,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037205,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037203,1940372,1 Yes,1 Hot water provided,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037213,1940372,1 Yes,1 Hot water provided,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037208,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037215,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037201,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037219,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037209,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037214,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
2011,194037202,1940372,1 Yes,2 Water heater installed by the household,2 Natural gas,Ìì½ò,Ìì½ò,Urban
