,Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,num_toilet,toilet_type_1,toilet_type_2,ID,province,city,urban_nbs
0,2011,194037104,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
1,2011,194037112,1940371,2 No,2 Water heater installed by the household,4 Liquefied Petroleum Gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
2,2011,194037102,1940371,2 No,2 Water heater installed by the household,6 crop residue/Wood burning,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
3,2011,194037129,1940371,1 Yes,2 Water heater installed by the household,1 Coal,1.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
4,2011,194037123,1940371,2 No,3 No,1 Coal,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
5,2011,194037101,1940371,1 Yes,3 No,2 Natural gas,0.0,,2 Toilet with a seat,,Ìì½ò,Ìì½ò,Urban
6,2011,194037106,1940371,2 No,2 Water heater installed by the household,1 Coal,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
7,2011,194037114,1940371,1 Yes,3 No,2 Natural gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
8,2011,194037119,1940371,1 Yes,3 No,6 crop residue/Wood burning,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
9,2011,194037107,1940371,2 No,3 No,2 Natural gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
10,2011,194037117,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
11,2011,194037109,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
12,2011,194037108,1940371,1 Yes,2 Water heater installed by the household,2 Natural gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
13,2011,194037126,1940371,2 No,3 No,6 crop residue/Wood burning,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
14,2011,194037128,1940371,1 Yes,1 Hot water provided,2 Natural gas,0.0,1 Toilet without a seat,,,Ìì½ò,Ìì½ò,Urban
